Description(Sequences  with  E-value BETTER than threshold),Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Rhinopithecus avunculus],Rhinopithecus avunculus,516,516,100%,0.0,86.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/O97962.1?report=genbank&log$=prottop&blast_rank=14&RID=5EXP4KV001N"",""O97962.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Miopithecus talapoin],Miopithecus talapoin,515,515,100%,0.0,86.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95NC3.1?report=genbank&log$=prottop&blast_rank=15&RID=5EXP4KV001N"",""Q95NC3.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; AltName: Full=MIP-1 alpha receptor; AltName: CD_antigen=CD195 [Mus musculus],Mus musculus,515,515,100%,0.0,81.54,354,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/P51682.3?report=genbank&log$=prottop&blast_rank=16&RID=5EXP4KV001N"",""P51682.3"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Theropithecus gelada],Theropithecus gelada,515,515,100%,0.0,86.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95NC1.1?report=genbank&log$=prottop&blast_rank=17&RID=5EXP4KV001N"",""Q95NC1.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Colobus polykomos],Colobus polykomos,515,515,100%,0.0,86.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95NC8.1?report=genbank&log$=prottop&blast_rank=18&RID=5EXP4KV001N"",""Q95NC8.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Trachypithecus phayrei],Trachypithecus phayrei,515,515,100%,0.0,86.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/O97879.1?report=genbank&log$=prottop&blast_rank=19&RID=5EXP4KV001N"",""O97879.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Nomascus leucogenys],Nomascus leucogenys,515,515,100%,0.0,86.58,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/O97883.1?report=genbank&log$=prottop&blast_rank=20&RID=5EXP4KV001N"",""O97883.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Symphalangus syndactylus],Symphalangus syndactylus,515,515,100%,0.0,86.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95NC5.1?report=genbank&log$=prottop&blast_rank=21&RID=5EXP4KV001N"",""Q95NC5.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Erythrocebus patas],Erythrocebus patas,515,515,100%,0.0,86.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95ND0.1?report=genbank&log$=prottop&blast_rank=22&RID=5EXP4KV001N"",""Q95ND0.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Trachypithecus francoisi],Trachypithecus francoisi,515,515,100%,0.0,86.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/O97878.1?report=genbank&log$=prottop&blast_rank=23&RID=5EXP4KV001N"",""O97878.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Hylobates moloch],Hylobates moloch,515,515,100%,0.0,86.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95NC0.1?report=genbank&log$=prottop&blast_rank=24&RID=5EXP4KV001N"",""Q95NC0.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Rhinopithecus bieti],Rhinopithecus bieti,515,515,100%,0.0,86.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/O97880.1?report=genbank&log$=prottop&blast_rank=25&RID=5EXP4KV001N"",""O97880.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Chlorocebus tantalus],Chlorocebus tantalus,514,514,100%,0.0,86.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95NE8.1?report=genbank&log$=prottop&blast_rank=26&RID=5EXP4KV001N"",""Q95NE8.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Chlorocebus aethiops],Chlorocebus aethiops,514,514,100%,0.0,86.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/P56493.1?report=genbank&log$=prottop&blast_rank=27&RID=5EXP4KV001N"",""P56493.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Pygathrix nemaeus],Pygathrix nemaeus,514,514,100%,0.0,86.58,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/O97882.1?report=genbank&log$=prottop&blast_rank=28&RID=5EXP4KV001N"",""O97882.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Nasalis larvatus],Nasalis larvatus,513,513,100%,0.0,86.58,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95NC7.1?report=genbank&log$=prottop&blast_rank=29&RID=5EXP4KV001N"",""Q95NC7.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Chlorocebus pygerythrus],Chlorocebus pygerythrus,513,513,100%,0.0,86.58,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q9TV42.1?report=genbank&log$=prottop&blast_rank=30&RID=5EXP4KV001N"",""Q9TV42.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Mandrillus leucophaeus],Mandrillus leucophaeus,513,513,100%,0.0,86.58,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95ND2.1?report=genbank&log$=prottop&blast_rank=31&RID=5EXP4KV001N"",""Q95ND2.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Chlorocebus sabaeus],Chlorocebus sabaeus,511,511,100%,0.0,86.24,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q9TV43.1?report=genbank&log$=prottop&blast_rank=32&RID=5EXP4KV001N"",""Q9TV43.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Trachypithecus johnii],Trachypithecus johnii,511,511,100%,0.0,86.24,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95NC6.1?report=genbank&log$=prottop&blast_rank=33&RID=5EXP4KV001N"",""Q95NC6.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Cercopithecus cephus],Cercopithecus cephus,510,510,100%,0.0,86.58,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q9TV47.1?report=genbank&log$=prottop&blast_rank=34&RID=5EXP4KV001N"",""Q9TV47.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Mandrillus sphinx],Mandrillus sphinx,510,510,100%,0.0,86.24,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95ND1.1?report=genbank&log$=prottop&blast_rank=35&RID=5EXP4KV001N"",""Q95ND1.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Cercopithecus ascanius],Cercopithecus ascanius,506,506,100%,0.0,85.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q9TV48.1?report=genbank&log$=prottop&blast_rank=36&RID=5EXP4KV001N"",""Q9TV48.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Cercopithecus nictitans],Cercopithecus nictitans,505,505,100%,0.0,85.91,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q9TV45.1?report=genbank&log$=prottop&blast_rank=37&RID=5EXP4KV001N"",""Q9TV45.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Plecturocebus moloch],Plecturocebus moloch,502,502,100%,7e-180,83.56,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95NC2.1?report=genbank&log$=prottop&blast_rank=38&RID=5EXP4KV001N"",""Q95NC2.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Mico humeralifer],Mico humeralifer,500,500,100%,6e-179,83.56,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q6WN98.1?report=genbank&log$=prottop&blast_rank=39&RID=5EXP4KV001N"",""Q6WN98.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Ateles geoffroyi],Ateles geoffroyi,498,498,99%,3e-178,83.50,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95NC4.1?report=genbank&log$=prottop&blast_rank=40&RID=5EXP4KV001N"",""Q95NC4.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Saimiri sciureus],Saimiri sciureus,496,496,100%,3e-177,82.55,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q8HZT9.1?report=genbank&log$=prottop&blast_rank=41&RID=5EXP4KV001N"",""Q8HZT9.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; AltName: Full=MIP-1 alpha receptor; AltName: CD_antigen=CD195 [Rattus norvegicus],Rattus norvegicus,492,492,100%,1e-175,81.54,354,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/O08556.1?report=genbank&log$=prottop&blast_rank=42&RID=5EXP4KV001N"",""O08556.1"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; AltName: Full=MIP-1 alpha receptor; AltName: CD_antigen=CD195 [Oryctolagus cuniculus],Oryctolagus cuniculus,489,489,99%,8e-175,80.13,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q1ZY22.1?report=genbank&log$=prottop&blast_rank=43&RID=5EXP4KV001N"",""Q1ZY22.1"")"
RecName: Full=C-C chemokine receptor type 2; Short=C-C CKR-2; Short=CC-CKR-2; Short=CCR-2; Short=CCR2; AltName: Full=Monocyte chemoattractant protein 1 receptor; Short=MCP-1-R; AltName: CD_antigen=CD192 [Macaca mulatta],Macaca mulatta,481,481,99%,3e-171,78.11,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/O18793.2?report=genbank&log$=prottop&blast_rank=44&RID=5EXP4KV001N"",""O18793.2"")"
RecName: Full=C-C chemokine receptor type 5; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: CD_antigen=CD195 [Alouatta seniculus],Alouatta seniculus,478,478,99%,3e-170,83.50,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q95NC9.1?report=genbank&log$=prottop&blast_rank=45&RID=5EXP4KV001N"",""Q95NC9.1"")"
RecName: Full=C-C chemokine receptor type 2; Short=C-C CKR-2; Short=CC-CKR-2; Short=CCR-2; Short=CCR2; AltName: CD_antigen=CD192 [Rattus norvegicus],Rattus norvegicus,477,477,99%,2e-169,77.36,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/O55193.1?report=genbank&log$=prottop&blast_rank=46&RID=5EXP4KV001N"",""O55193.1"")"
RecName: Full=C-C chemokine receptor type 2; Short=C-C CKR-2; Short=CC-CKR-2; Short=CCR-2; Short=CCR2; AltName: Full=JE/FIC receptor; AltName: Full=MCP-1 receptor; AltName: CD_antigen=CD192 [Mus musculus],Mus musculus,468,468,99%,8e-166,76.35,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/P51683.2?report=genbank&log$=prottop&blast_rank=47&RID=5EXP4KV001N"",""P51683.2"")"
RecName: Full=C-C chemokine receptor type 2; Short=C-C CKR-2; Short=CC-CKR-2; Short=CCR-2; Short=CCR2; AltName: Full=Monocyte chemoattractant protein 1 receptor; Short=MCP-1-R; AltName: CD_antigen=CD192 [Homo sapiens],Homo sapiens,464,464,94%,2e-164,78.80,374,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/P41597.1?report=genbank&log$=prottop&blast_rank=48&RID=5EXP4KV001N"",""P41597.1"")"
RecName: Full=C-C chemokine receptor type 1; Short=C-C CKR-1; Short=CC-CKR-1; Short=CCR-1; Short=CCR1; AltName: Full=HM145; AltName: Full=LD78 receptor; AltName: Full=Macrophage inflammatory protein 1-alpha receptor; Short=MIP-1alpha-R; AltName: Full=RANTES-R; AltName: CD_antigen=CD191 [Homo sapiens],Homo sapiens,380,380,98%,1e-131,61.82,355,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/P32246.1?report=genbank&log$=prottop&blast_rank=49&RID=5EXP4KV001N"",""P32246.1"")"
RecName: Full=C-C chemokine receptor type 3; Short=C-C CKR-3; Short=CC-CKR-3; Short=CCR-3; Short=CCR3; Short=CKR3; AltName: CD_antigen=CD193 [Canis lupus familiaris],Canis lupus familiaris,369,369,99%,6e-127,60.94,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/Q64H34.1?report=genbank&log$=prottop&blast_rank=50&RID=5EXP4KV001N"",""Q64H34.1"")"
Description(Sequences  with  E-value WORSE than threshold),Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  



		


